taxonrank	scientificname	countrycode	locality	decimallatitude	decimallongitude	eventdate	basisofrecord	institutioncode	collectioncode	recordedby
GENUS	Sterphus Philippi, 1865	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Argentinomyia Lynch Arribálzaga, 1891	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Argentinomyia Lynch Arribálzaga, 1891	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
SPECIES	Toxomerus watsoni (Curran, 1930)	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
SPECIES	Toxomerus watsoni (Curran, 1930)	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Argentinomyia Lynch Arribálzaga, 1891	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
		BR	Serra da mocidade, 1050 m.	1.7	-61.78333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
SPECIES	Toxomerus watsoni (Curran, 1930)	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
SPECIES	Argentinomyia thiemei (Enderlein, 1938)	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
SPECIES	Peckoltia feldbergae de Oliveira, Rapp Py-Daniel, Zuanon & Rocha, 2012	BR	Rio Iriri, Cachoeira Grande, 15 km acima da confl. com rio Xingu	-3.842222	-52.734444	2016-08-26T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.; Neto-Ferreira, A.
SPECIES	Ancistrus ranunculus Muller, Rapp Py-Daniel & Zuanon, 1994	BR	Rio Xingu, cachoeira Itamaracá	-3.146944	-51.657778	2016-08-29T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.; Neto-Ferreira, A.
SPECIES	Hypostomus soniae Hollanda Carvalho & Weber, 2005	BR	Rio Tapajós	-5.629527	-57.25313	2015-10-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Peckoltia vittata (Steindachner, 1881)	BR	Rio Xingu, cachoeira Itamaracá	-3.146944	-51.657778	2016-08-29T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.; Neto-Ferreira, A.
GENUS	Potamotrygon Garman, 1877	BR	Rio Tapajós	-4.71861	-56.63944	2015-10-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Panaque armbrusteri Lujan, Hidalgo & Stewart, 2010	BR	Rio Iriri, Cachoeira Grande, 15 km acima da confl. com rio Xingu	-3.842222	-52.734444	2016-08-26T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.; Neto-Ferreira, A.
SPECIES	Pseudancistrus zawadzkii Silva, Roxo, Britzke & Oliveira, 2014	BR	Rio Tapajós	-5.629527	-57.25313	2015-10-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Leporacanthicus heterodon Isbrücker & Nijssen, 1989	BR	Rio Iriri, Cachoeira Grande, 15 km acima da confl. com rio Xingu	-3.842222	-52.734444	2016-08-26T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.; Neto-Ferreira, A.
GENUS	Baryancistrus Rapp Py-Daniel, 1989	BR	Rio Xingu, cachoeira Itamaracá	-3.146944	-51.657778	2016-08-29T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.; Neto-Ferreira, A.
GENUS	Tatia Miranda Ribeiro, 1911	BR	Rio Xingu, Jabota, praia no acampamento 3	-3.621944	-52.361389	2016-08-28T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.
SPECIES	Spectracanthicus zuanoni Chamon & Rapp Py-Daniel, 2014	BR	Rio Xingu, cachoeira do Espelho	-3.651667	-52.378611	2016-08-27T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.; Neto-Ferreira, A.
SPECIES	Geophagus proximus (Castelnau, 1855)	BR	Rio Tapajós	-5.629527	-57.25313	2015-10-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
GENUS	Pseudancistrus Bleeker, 1862	BR	Rio Iriri, Cachoeira Grande, 15 km acima da confl. com rio Xingu	-3.842222	-52.734444	2016-08-26T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.; Neto-Ferreira, A.
SPECIES	Hypoptopoma gulare Cope, 1878	BR	Rio Tapajós	-5.7553	-57.35366	2015-10-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
GENUS	Parancistrus Bleeker, 1862	BR	Rio Xingu, cachoeira do Espelho	-3.651667	-52.378611	2016-08-27T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Sousa, L. M.; Sabaj, M.; Neto-Ferreira, A.
SPECIES	Prochilodus nigricans Spix & Agassiz, 1829	BR	Rio Tapajós	-5.629527	-57.25313	2015-10-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Leporinus reinhardti Lütken, 1875	BR	rio São Francisco na foz do rio Carinhanha	-14.33722	-43.82527	2015-03-12T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Metynnis altidorsalis Ahl, 1923	BR	Rio Tapajós	-5.629527	-57.25313	2015-10-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Myleus setiger Müller & Troschel, 1844	BR	Rio Tapajós	-5.7553	-57.35366	2015-10-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Serrasalmus altispinis Merckx, Jégu & Santos, 2000	BR	Rio Tapajós	-4.71861	-56.63944	2015-10-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Semaprochilodus taeniurus (Valenciennes, 1821)	BR	Rio Tapajós	-4.71861	-56.63944	2015-10-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Myloplus rubripinnis (Müller & Troschel, 1844)	BR	Rio Tapajós	-5.629527	-57.25313	2015-10-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Semaprochilodus insignis (Jardine, 1841)	BR	Rio Tapajós	-4.71861	-56.63944	2015-10-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Prochilodus argenteus Spix & Agassiz, 1829	BR	rio São Francisco na foz do rio Carinhanha	-14.33722	-43.82527	2015-03-12T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Myloplus arnoldi Ahl, 1936	BR	Rio Tapajós	-5.7553	-57.35366	2015-10-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Pygopristis denticulata (Cuvier, 1819)	BR	Rio Tapajós	-5.629527	-57.25313	2015-10-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Myloplus asterias (Müller & Troschel, 1844)	BR	Rio Tapajós	-5.629527	-57.25313	2015-10-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
SPECIES	Brycon orthotaenia Günther, 1864	BR	rio São Francisco na foz do rio Carinhanha	-14.33722	-43.82527	2015-03-12T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Machado, V.
GENUS	Baryancistrus Rapp Py-Daniel, 1989	BR	Rio São Valério, tributário do rio Tocantins	-11.364778	-48.470917	2016-01-21T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Batista, Karoliny
SPECIES	Ossancora punctata (Kner, 1855)	BR	Catalão, Lago Janauari	-3.19915	-60.04869	2016-07-23T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Gonçalves, A.P.
GENUS	Baryancistrus Rapp Py-Daniel, 1989	BR	Foz do rio Santo Antônio, tributário da margem esquerda do rio Tocantins	-11.521392	-48.632283	2016-01-21T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Batista, Karoliny
SPECIES	Anadoras weddellii (Castelnau, 1855)	BR	Catalão, Lago Janauari	-3.19915	-60.04869	2016-07-23T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Gonçalves, A.P.
SPECIES	Ossancora fimbriata (Kner, 1855)	BR	Catalão, Lago Janauari	-3.19915	-60.04869	2016-07-23T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Gonçalves, A.P.
GENUS	Parauchenipterus Bleeker, 1862	BR	Catalão, Furo do pirapora	-3.18297	-59.93198	2016-07-22T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Gonçalves, A.P.
SPECIES	Potamotrygon schroederi Fernández-Yépez, 1958	BR	Arquipélago de Mariuá, em frente à cidade de Barcelos	-0.962556	-62.921556	2015-02-14T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Duncan, W.
SPECIES	Parauchenipterus galeatus (Linnaeus, 1766)	BR	Catalão, Lago Madalena	-3.18791	-59.90868	2016-07-21T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Gonçalves, A.P.
GENUS	Copestylum Macquart, 1846	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
SPECIES	Spilomyia gratiosa Wulp, 1888	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Copestylum Macquart, 1846	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Hybobathus Enderlein, 1937	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Copestylum Macquart, 1846	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
SPECIES	Ocyptamus antiphates (Walker, 1849)	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Copestylum Macquart, 1846	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Salpingogaster Schiner, 1868	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Copestylum Macquart, 1846	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Ocyptamus Serville in Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
SPECIES	Toxomerus papaveroi Borges & Couri, 2009	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Copestylum Macquart, 1846	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da Mocidade, 600m.	1.6	-61.9	2016-01-15T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Xavier Filho, F. F.; Boldrini, R.; Barroso, P.
FAMILY	Syrphidae	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Palpada Macquart, 1834	BR	Serra da mocidade, 1050 m.	1.7	-61.783333	2016-01-25T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Oliveira,  M.; Xavier Filho, F. F.; Mahlmann, Thiago
GENUS	Hyphessobrycon Durbin, 1908	BR	Brazil, Amazonas, Apuí, rio Juma na BR 230 entre a Vila dos 180 e Apuí, drenagem do rio Aripuanã	-7.211944	-59.921667	2015-06-22T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ohara, Willian; Abrahão, V
SPECIES	Ulmeritoides aurantifrons	BR	Vicinal Tamandaré	2.480703	-60.924778	2015-10-30T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Cruz, J.A.
SPECIES	Ulmeritoides aurantifrons	BR	Vicinal Tamandaré	2.480703	-60.924778	2015-10-30T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Cruz, J.A.
SPECIES	Ulmeritoides mirr	BR	Vicinal Tamandaré	2.480703	-60.924778	2016-05-30T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Cruz, J.A.
SPECIES	Ulmeritoides mirr	BR	Vicinal Tamandaré	2.480703	-60.924778	2016-05-30T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Invertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Cruz, J.A.
GENUS	Apistogramma Regan, 1913	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
GENUS	Apistogramma Regan, 1913	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Laetacara fulvipinnis Staeck & Schindler, 2007	BR	Rio Uaupés, comunidade Monte Cristo, comprado com pescador ornamental e reproduzido em aquários	0.078572	-67.373605	2015-02-01T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D. A.
SPECIES	Pterygoplichthys gibbiceps (Kner, 1854)	BR	Rio Negro	-0.729889	-62.929278	2016-06-14T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	de Deus, C.P.; Bastos, D.A.
SPECIES	Electrophorus electricus (Linnaeus, 1766)	BR	Rio Cuiunin, próximo ao igarapé Mamulé	-0.806868	-63.23251	2016-05-16T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.
