taxonrank	scientificname	countrycode	locality	decimallatitude	decimallongitude	eventdate	basisofrecord	institutioncode	collectioncode	recordedby
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Abacaxis, coleta noturna de tarrafa/puçá	-4.3118	-58.62614	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Astyanax guianensis Eigenmann, 1909	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Satanoperca lilith Kullander & Ferreira, 1988	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Acaronia nassa (Heckel, 1840)	BR	Rio Abacaxis, coleta noturna de tarrafa/puçá	-4.3118	-58.62614	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Thayeria obliqua Eigenmann, 1908	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Bryconops disruptus Machado-Allison & Chernoff, 1997	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Moenkhausia ceros Eigenmann, 1908	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Lonchogenys ilisha Myers, 1927	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Hemigrammus analis Durbin, 1909	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Rivulus kirovskyi Costa, 2004	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hypopygus lepturus Hoedeman, 1962	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Biotodoma cupido (Heckel, 1840)	BR	Rio Abacaxis, borda da margem esquerda do igarapé Sorubim	-4.28507	-58.60615	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hemigrammus ocellifer (Steindachner, 1882)	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Fluviphylax obscurus Costa, 1996	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Biotodoma cupido (Heckel, 1840)	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
GENUS	Apistogramma Regan, 1913	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
GENUS	Hyphessobrycon Durbin, 1908	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Acestrorhynchus minimus Menezes, 1969	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Nannostomus unifasciatus Steindachner, 1876	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Biotoecus opercularis (Steindachner, 1875)	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
GENUS	Curimatopsis Steindachner, 1876	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Brachyhypopomus brevirostris (Steindachner, 1868)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Thayeria obliqua Eigenmann, 1908	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hemiodus unimaculatus (Bloch, 1794)	BR	Rio Abacaxis, borda da margem esquerda do igarapé Sorubim	-4.28507	-58.60615	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Moenkhausia copei (Steindachner, 1882)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Hyphessobrycon Durbin, 1908	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Microsternarchus Fernández-Yépez, 1968	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hemigrammus levis Durbin, 1908	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hemigrammus analis Durbin, 1909	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Abacaxis, borda da margem esquerda do igarapé Sorubim	-4.28507	-58.60615	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Nannostomus digrammus (Fowler, 1913)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Apistogramma Regan, 1913	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Acarichthys heckelii (Müller & Troschel, 1849)	BR	Rio Abacaxis, borda da margem esquerda do igarapé Sorubim	-4.28507	-58.60615	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Curimata ocellata Eigenmann & Eigenmann, 1889	BR	Rio Abacaxis, borda da margem esquerda do igarapé Sorubim	-4.28507	-58.60615	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hypopygus lepturus Hoedeman, 1962	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hyphessobrycon diancistrus Weitzman, 1977	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Moenkhausia lepidura (Kner, 1858)	BR	Rio Abacaxis, borda da margem esquerda do igarapé Sorubim	-4.28507	-58.60615	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Satanoperca acuticeps (Heckel, 1840)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Moenkhausia lepidura (Kner, 1858)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Satanoperca acuticeps (Heckel, 1840)	BR	Rio Abacaxis, borda da margem esquerda do igarapé Sorubim	-4.28507	-58.60615	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Pimelodus blochii Valenciennes, 1840	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Rivulus micropus (Steindachner, 1863)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Acaronia nassa (Heckel, 1840)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Nannostomus eques Steindachner, 1876	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Satanoperca jurupari (Heckel, 1840)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Microphilypnus ternetzi Myers, 1927	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Brachyhypopomus brevirostris (Steindachner, 1868)	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Erythrinus erythrinus (Bloch & Schneider, 1801)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Nannostomus eques Steindachner, 1876	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Nannostomus unifasciatus Steindachner, 1876	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Callichthys callichthys (Linnaeus, 1758)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Gymnotus pedanopterus Mago-Leccia, 1994	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Moenkhausia ceros Eigenmann, 1908	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Megalechis picta (Müller & Troschel, 1849)	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Copella nattereri (Steindachner, 1876)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Brachyhypopomus Mago-Leccia, 1994	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Curimata ocellata Eigenmann & Eigenmann, 1889	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Sorubim maniradii Littmann, Burr & Buitrago-Suarez, 2001	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hemigrammus analis Durbin, 1909	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Rhabdolichops eastwardi Lundberg & Mago-Leccia, 1986	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
GENUS	Melanocharacidium Buckup, 1993	BR	Rio Canumã, puçá em meio a trecho em correnteza	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Leptobrycon jatuaranae Eigenmann, 1915	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Plagioscion Gill, 1861	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Loricariichthys acutus (Valenciennes, 1840)	BR	Rio Abacaxis, arrasto de fundo	-4.29974	-58.62001	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Arnóbio
SPECIES	Mesonauta insignis (Heckel, 1840)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Rivulus micropus (Steindachner, 1863)	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Tympanopleura Eigenmann, 1912	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
