decimalLatitude	decimalLongitude	eventDate	institutionCode	locality	recordedBy	scientificName	stateProvince
-3.1041667	-60.0433333	2006-05-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Igarapé afluente da margem direita do igarapé Mindu		Poecilia reticulata	Amazonas
-3.1416667	-60.0244444	1979-11-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau	, Equipe de Ictiologia do INPA	Aequidens	Amazonas
-3.1416667	-60.0244444	1983-03-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, igarapé Traira	Makyama, M.; Pereira, M.	Ancistrus	Amazonas
-3.1452778	-60.0230556	1983-07-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Manaus, atras do 1  BIS	Boeger, W.	Ancistrus	Amazonas
-3.1416667	-60.0244444	1983-06-08	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, igarapé Traira	Magalhães, C.	Rineloricaria lanceolata	Amazonas
-3.1416667	-60.0244444	1989-12-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé da Almofada, afluente do R.Negro	Guedes, A.S.	Acestridium discus	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Lundberg, J.G.; , et al.	Pseudageneiosus	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Lundberg, J.G.; , et al.	Adontosternarchus clarkae	Amazonas
-3.1452778	-60.0230556	1975-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Schwarz, W.	Eigenmannia trilineata	Amazonas
-3.1416667	-60.0244444	1979-11-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau	, Equipe de Ictiologia do INPA	Acaronia nassa	Amazonas
-3.1416667	-60.0244444	1979-11-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau	, Equipe de Ictiologia do INPA	Heros efasciatus	Amazonas
-3.1416667	-60.0244444	1980-01-29	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Tauma-Açu, lago Acurau próximo a desembocadura na margem direita	, Equipe de Ictiologia do INPA	Heros efasciatus	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	Cox Fernandes, C.	Eigenmannia macrops	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Rhabdolichops nigrimans	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Sternarchorhamphus muelleri	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Adontosternarchus clarkae	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Rhabdolichops nigrimans	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Porotergus	Amazonas
-3.1452778	-60.0230556	1975-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Schwarz, W.	Brachyhypopomus pinnicaudatus	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	Cox Fernandes, C.	Eigenmannia virescens	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro	Chao, L.N.	Ageneiosus uranophthalmus	Amazonas
-3.1416667	-60.0244444	1978-10-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Am, 10. Km 21 (2 km para dentro do igarapé próximo a estrada da Psicultura.	Lamarque, P.	Corydoras	Amazonas
-3.1383528	-60.0240222	1978-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Waage, J.	Amblyomma	Amazonas
-3.1383528	-60.0240222	1979-06-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Best, R.C.	Amblyomma geayi	Amazonas
-3.1383528	-60.0240222	1978-12-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Py-Daniel, V.	Amblyomma geayi	Amazonas
-3.1383528	-60.0240222	1978-07-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Best, R.C.	Amblyomma geayi	Amazonas
-3.1066667	-59.9719444	2011-02-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário da Ufam, Igarapé P08	Penhalosa-Duarte, N.; Pereira, A.; Mesquita, A.; Mendes, D.; Catarino, M.	Poecilia reticulata	Amazonas
-3.0952	-59.97	1982-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Toxomerus flaviplurus	Amazonas
-3.0952	-59.97	1979-07-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Stipomorpha	Amazonas
-3.0952	-59.97	1979-03-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Microdon	Amazonas
-3.0952	-59.97	1978-07-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Microdon	Amazonas
-3.0952	-59.97	1978-12-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Copestylum	Amazonas
